height_cm,weight_kgs,overall_rating,value_euro,weak_foot(1-5),balance,stamina,P/A_Ratio,Defensive_Strength,Passing,Attacking_skills,Skills,Mentality,Setpiece_accuracy,Pace,preferred_foot_Left,preferred_foot_Right,body_type_Lean,body_type_Normal,body_type_Stocky,Position_Count,positions_Defender,positions_Forward,positions_Midfielder
167.64,64.0,69,1100000.0,4,84,62,2.5555555555555554,30.5,62.900000000000006,57.9,58.7,58.0,60.5,88.55000000000001,0,1,0,1,0,2,0,1,0
185.42,72.1,69,1200000.0,2,66,78,3.125,64.9,52.5,43.7,52.8,58.800000000000004,35.0,90.0,0,1,0,1,0,1,1,0,0
185.42,77.1,69,1100000.0,3,51,65,2.8076923076923075,66.0,41.4,40.0,37.400000000000006,57.4,33.0,56.400000000000006,0,1,0,1,0,2,1,0,0
182.88,83.0,69,1100000.0,3,53,66,2.3,49.60000000000001,51.9,67.6,56.6,73.2,60.5,74.65,0,1,0,1,0,1,0,1,0
193.04,89.8,69,1400000.0,4,44,80,2.92,45.9,60.7,65.55,51.8,61.60000000000001,51.0,69.0,0,1,0,1,0,3,0,1,0
182.88,69.9,69,1100000.0,3,61,64,2.4642857142857144,48.6,65.8,61.699999999999996,55.699999999999996,66.4,63.5,87.05000000000001,1,0,1,0,0,2,0,0,1
185.42,82.1,69,1100000.0,3,75,81,2.769230769230769,67.10000000000001,62.3,51.75000000000001,53.599999999999994,61.400000000000006,51.5,71.0,1,0,0,1,0,3,1,0,0
175.26,67.1,69,875000.0,3,80,81,2.4642857142857144,66.10000000000001,63.10000000000001,48.25,54.6,62.2,62.0,82.0,1,0,0,1,0,2,0,0,1
175.26,74.8,69,1300000.0,3,74,74,2.88,35.0,62.699999999999996,58.1,57.4,46.8,54.5,81.9,0,1,0,1,0,2,0,0,1
182.88,83.0,69,875000.0,2,64,60,2.5555555555555554,67.0,52.3,32.300000000000004,33.1,64.2,30.0,71.7,1,0,0,0,1,1,1,0,0
172.72,68.0,69,1500000.0,2,80,83,3.590909090909091,63.5,51.7,41.45,56.5,64.80000000000001,37.0,74.55000000000001,0,1,1,0,0,1,1,0,0
152.4,74.8,69,1100000.0,3,74,67,2.5555555555555554,43.1,66.4,56.400000000000006,56.60000000000001,53.8,40.5,69.65,0,1,0,1,0,2,0,0,1
182.88,73.9,69,1700000.0,2,69,60,3.7142857142857144,36.400000000000006,57.3,66.0,53.300000000000004,60.400000000000006,49.0,79.1,0,1,0,0,1,1,0,1,0
182.88,71.2,69,1200000.0,3,69,81,2.5925925925925926,55.1,69.8,66.25,54.3,63.60000000000001,66.0,63.6,1,0,1,0,0,3,0,0,1
154.94,74.8,69,1000000.0,4,62,75,2.3,64.30000000000001,66.9,64.3,51.800000000000004,57.2,58.0,70.25,0,1,1,0,0,3,0,0,1
172.72,71.2,69,1600000.0,4,82,68,3.7142857142857144,33.0,59.9,63.8,63.8,62.0,43.0,86.7,1,0,0,1,0,4,0,0,1
152.4,76.2,69,1200000.0,4,64,73,2.6923076923076925,57.400000000000006,59.099999999999994,56.10000000000001,56.9,62.2,44.0,82.2,0,1,0,1,0,4,0,0,1
162.56,64.9,69,700000.0,4,80,78,2.15625,64.5,65.2,61.45,56.1,62.400000000000006,51.0,72.10000000000001,1,0,0,0,1,1,1,0,0
190.5,87.1,69,1300000.0,3,61,60,3.347826086956522,67.10000000000001,38.8,37.3,42.4,63.0,29.5,70.75,0,1,0,1,0,1,1,0,0
182.88,77.1,69,700000.0,5,61,83,2.15625,65.30000000000001,68.8,64.2,52.6,66.0,67.5,63.150000000000006,0,1,0,1,0,1,0,0,1
182.88,78.0,69,850000.0,3,61,75,2.3793103448275863,67.9,63.7,54.5,53.5,71.4,47.5,67.10000000000001,0,1,0,1,0,2,0,0,1
152.4,69.9,69,1400000.0,3,71,68,2.96,56.00000000000001,68.4,57.45,58.0,61.800000000000004,61.5,68.9,0,1,1,0,0,2,0,0,1
185.42,79.8,69,1400000.0,4,62,74,3.0833333333333335,37.400000000000006,55.5,66.25,53.2,63.4,50.0,71.2,0,1,0,1,0,1,0,1,0
172.72,69.9,69,2000000.0,3,87,53,4.315789473684211,30.2,64.3,53.4,59.9,52.400000000000006,43.5,84.25,0,1,1,0,0,2,0,0,1
182.88,74.8,69,775000.0,3,53,77,2.225806451612903,67.4,64.30000000000001,52.4,50.800000000000004,64.0,45.5,54.900000000000006,0,1,1,0,0,2,0,0,1
157.48,68.0,69,1200000.0,4,94,68,2.6923076923076925,38.800000000000004,65.1,61.85,57.199999999999996,60.0,62.5,75.15,1,0,1,0,0,2,0,0,1
182.88,74.8,69,1500000.0,3,60,69,3.347826086956522,66.4,62.3,62.0,58.400000000000006,67.2,56.0,68.45,1,0,1,0,0,3,0,0,1
175.26,73.0,69,925000.0,3,70,35,2.15625,44.0,71.9,65.6,56.4,57.0,69.0,55.45,0,1,1,0,0,4,0,1,0
152.4,71.2,69,975000.0,3,70,64,2.3,61.50000000000001,67.2,65.15,54.900000000000006,62.599999999999994,62.5,66.15,0,1,0,1,0,3,0,0,1
170.18,63.0,69,1500000.0,3,84,69,3.5,34.5,62.8,58.3,61.2,59.2,65.5,74.45,0,1,0,1,0,2,0,1,0
182.88,71.2,69,2300000.0,3,68,78,4.3,33.1,51.5,64.64999999999999,57.2,60.400000000000006,47.5,89.2,0,1,0,1,0,1,0,1,0
167.64,59.9,69,750000.0,3,84,84,2.225806451612903,58.400000000000006,51.1,60.25,44.0,65.0,40.5,74.55000000000001,0,1,1,0,0,1,1,0,0
154.94,73.0,69,1200000.0,3,68,85,3.217391304347826,65.9,61.699999999999996,38.85,53.4,67.80000000000001,52.0,67.55000000000001,0,1,1,0,0,4,0,0,1
182.88,81.2,69,1100000.0,3,69,80,2.5555555555555554,57.599999999999994,65.1,60.6,55.0,63.800000000000004,53.5,73.0,0,1,0,1,0,3,0,0,1
182.88,83.9,69,425000.0,3,35,67,2.0294117647058822,66.6,50.3,45.55,41.300000000000004,66.2,43.0,36.0,1,0,0,1,0,1,1,0,0
152.4,74.8,69,300000.0,3,69,74,1.9714285714285715,64.89999999999999,69.4,57.2,46.099999999999994,64.4,51.5,69.6,0,1,0,1,0,1,1,0,0
172.72,74.8,69,1300000.0,2,74,55,2.88,48.1,62.60000000000001,63.95,60.300000000000004,60.400000000000006,65.0,83.5,0,1,0,1,0,1,0,0,1
182.88,73.9,69,1300000.0,3,63,76,3.0,45.7,63.2,63.05,54.7,68.60000000000001,48.5,72.0,0,1,0,1,0,1,0,1,0
187.96,81.2,69,1500000.0,4,75,76,3.4545454545454546,47.400000000000006,60.3,68.9,58.400000000000006,66.0,60.5,80.9,0,1,0,1,0,3,0,1,0
152.4,76.2,69,300000.0,2,71,75,1.9714285714285715,65.8,62.79999999999999,56.900000000000006,46.0,64.80000000000001,53.0,66.2,1,0,0,0,1,1,1,0,0
154.94,78.0,69,475000.0,4,66,73,1.9166666666666667,45.00000000000001,55.49999999999999,69.05,53.300000000000004,69.2,55.5,62.800000000000004,0,1,1,0,0,1,0,1,0
182.88,74.8,69,625000.0,3,58,75,2.090909090909091,66.50000000000001,68.8,61.9,54.900000000000006,68.8,67.5,65.75,0,1,0,1,0,3,0,0,1
172.72,77.1,69,1700000.0,3,73,75,3.7142857142857144,39.8,57.1,63.099999999999994,56.2,60.800000000000004,50.5,75.55000000000001,0,1,0,1,0,3,0,1,0
175.26,66.2,69,1300000.0,4,76,67,2.88,39.800000000000004,65.6,53.400000000000006,56.8,52.0,64.0,76.15,0,1,1,0,0,1,0,0,1
152.4,69.9,69,700000.0,3,75,65,2.3,35.8,60.39999999999999,64.8,57.900000000000006,60.6,58.5,73.0,0,1,1,0,0,2,0,1,0
187.96,82.1,69,1100000.0,3,57,54,2.92,64.7,53.599999999999994,35.050000000000004,46.3,68.4,30.5,72.4,0,1,1,0,0,2,1,0,0
170.18,69.9,69,975000.0,3,85,76,2.5925925925925926,67.8,63.2,58.800000000000004,55.5,70.4,52.0,72.2,0,1,0,1,0,2,1,0,0
175.26,73.9,69,1100000.0,3,80,74,2.6538461538461537,50.50000000000001,66.5,63.2,58.699999999999996,61.4,69.5,80.35,0,1,1,0,0,2,0,0,1
187.96,78.9,69,1100000.0,3,62,94,2.6296296296296298,69.10000000000001,58.4,51.45,48.3,70.4,43.0,64.65,0,1,1,0,0,3,0,0,1
185.42,82.1,69,1200000.0,2,62,68,3.125,66.5,44.7,39.7,37.7,67.8,34.5,61.8,0,1,1,0,0,2,0,0,1
152.4,77.1,69,325000.0,3,78,55,1.8157894736842106,63.9,70.0,65.3,53.00000000000001,67.0,66.0,51.55,0,1,0,1,0,2,0,0,1
187.96,83.0,69,775000.0,4,40,55,2.225806451612903,67.9,48.0,46.550000000000004,38.0,71.2,42.5,49.85,0,1,0,1,0,1,1,0,0
152.4,71.2,69,1300000.0,3,80,85,2.730769230769231,35.7,47.4,63.199999999999996,57.900000000000006,57.2,51.5,83.45000000000002,0,1,0,1,0,1,0,1,0
175.26,66.2,69,1300000.0,3,83,68,3.619047619047619,60.300000000000004,61.1,48.75,57.099999999999994,62.400000000000006,43.0,82.55000000000001,0,1,1,0,0,1,1,0,0
152.4,77.1,69,550000.0,3,73,64,1.9714285714285715,36.800000000000004,60.39999999999999,68.10000000000001,55.5,58.6,54.5,61.7,1,0,0,1,0,3,0,1,0
152.4,76.2,69,1100000.0,3,67,68,2.4642857142857144,35.8,45.2,65.05000000000001,56.1,65.60000000000001,53.0,78.35,0,1,1,0,0,1,0,1,0
185.42,74.8,69,1300000.0,4,62,85,2.5925925925925926,51.900000000000006,61.800000000000004,63.19999999999999,54.300000000000004,66.4,54.0,77.55000000000001,0,1,0,1,0,1,0,1,0
187.96,76.2,69,1000000.0,3,60,67,2.225806451612903,49.2,65.7,69.3,52.2,67.2,70.0,68.2,0,1,1,0,0,1,0,0,1
175.26,69.9,69,1400000.0,3,71,73,3.260869565217391,37.6,67.5,55.05,56.9,58.4,42.0,79.1,0,1,0,1,0,2,0,0,1
182.88,78.0,69,1500000.0,4,71,62,3.3043478260869565,39.800000000000004,65.9,60.3,55.60000000000001,49.4,64.5,68.15,0,1,1,0,0,3,0,0,1
182.88,83.0,69,775000.0,3,60,69,2.225806451612903,66.3,53.699999999999996,40.35,48.1,62.0,37.5,50.150000000000006,0,1,0,1,0,1,1,0,0
182.88,77.1,69,1100000.0,3,61,73,2.8076923076923075,66.1,64.4,55.35,51.2,67.0,51.0,46.0,0,1,1,0,0,2,0,0,1
190.5,89.8,69,1100000.0,3,55,61,2.3793103448275863,46.400000000000006,61.900000000000006,68.55,46.8,69.80000000000001,71.0,60.25,0,1,0,0,1,2,0,1,0
152.4,69.9,69,775000.0,3,69,61,2.225806451612903,66.5,70.0,64.30000000000001,56.10000000000001,68.6,63.5,49.550000000000004,0,1,1,0,0,2,0,0,1
187.96,84.8,69,1100000.0,3,48,64,2.769230769230769,67.80000000000001,35.800000000000004,34.0,30.4,65.4,28.0,52.45,0,1,0,1,0,1,1,0,0
190.5,76.2,69,1000000.0,3,40,72,2.4482758620689653,64.80000000000001,47.3,46.75,42.2,65.2,29.5,61.95,0,1,1,0,0,1,1,0,0
187.96,73.0,69,1300000.0,4,76,67,2.92,44.7,72.6,60.300000000000004,58.0,60.0,62.0,71.45,0,1,1,0,0,2,0,0,1
152.4,72.1,69,2000000.0,3,75,75,4.25,66.7,61.099999999999994,42.900000000000006,49.9,64.4,43.0,77.35000000000001,1,0,0,1,0,2,1,0,0
187.96,83.9,69,1100000.0,2,60,68,2.6296296296296298,65.7,43.4,36.150000000000006,44.400000000000006,66.2,39.0,72.85000000000001,0,1,0,1,0,1,1,0,0
154.94,76.2,69,650000.0,3,64,71,2.090909090909091,42.800000000000004,58.9,68.1,57.60000000000001,56.00000000000001,63.5,64.80000000000001,0,1,0,1,0,1,0,1,0
187.96,83.0,69,1300000.0,2,66,53,2.769230769230769,40.50000000000001,62.1,67.35,55.3,63.4,52.0,70.10000000000001,0,1,1,0,0,1,0,1,0
182.88,81.2,69,1700000.0,3,72,68,4.2631578947368425,59.2,68.5,56.699999999999996,57.9,67.2,60.0,70.2,1,0,0,0,1,2,0,0,1
154.94,73.9,69,1300000.0,3,64,73,3.5,63.800000000000004,62.2,51.25,49.50000000000001,66.80000000000001,38.5,64.9,0,1,1,0,0,1,1,0,0
182.88,83.0,69,1200000.0,3,51,68,2.8461538461538463,65.80000000000001,41.7,40.35,36.5,68.4,36.5,54.3,0,1,0,1,0,1,1,0,0
182.88,77.1,69,600000.0,3,74,87,2.15625,67.9,61.099999999999994,46.85,44.900000000000006,72.2,56.0,47.75,0,1,0,1,0,2,0,0,1
175.26,76.2,69,875000.0,4,70,68,2.4642857142857144,66.3,68.5,62.25,57.7,67.60000000000001,63.5,70.70000000000002,0,1,1,0,0,2,0,0,1
185.42,78.0,69,425000.0,3,55,37,2.0294117647058822,66.60000000000001,45.099999999999994,41.800000000000004,42.1,67.80000000000001,45.0,50.150000000000006,0,1,0,1,0,1,1,0,0
167.64,68.0,69,800000.0,3,79,79,2.15625,63.900000000000006,66.1,50.5,55.900000000000006,69.4,58.5,61.35,0,1,0,1,0,1,0,0,1
185.42,88.0,69,700000.0,4,58,41,2.15625,66.5,46.099999999999994,41.85,38.300000000000004,68.0,29.0,66.0,0,1,0,1,0,1,1,0,0
175.26,71.2,69,350000.0,3,72,52,1.864864864864865,52.900000000000006,71.6,61.15,53.4,68.4,71.0,53.10000000000001,1,0,1,0,0,2,0,0,1
182.88,78.0,69,1600000.0,3,74,61,3.347826086956522,43.900000000000006,56.1,67.15,55.00000000000001,66.80000000000001,62.5,76.9,0,1,0,1,0,1,0,1,0
185.42,89.8,69,1100000.0,3,64,82,2.4642857142857144,44.5,60.099999999999994,66.85,52.0,70.6,63.5,68.55000000000001,1,0,0,0,1,1,0,1,0
175.26,64.0,69,1000000.0,4,88,80,2.3,39.50000000000001,60.8,61.25000000000001,60.6,59.6,68.0,88.9,0,1,1,0,0,1,0,0,1
167.64,59.9,69,1100000.0,4,92,69,2.3793103448275863,35.400000000000006,66.7,55.300000000000004,61.8,53.800000000000004,59.5,82.85,0,1,1,0,0,3,0,0,1
187.96,83.0,69,1100000.0,2,47,64,2.769230769230769,68.10000000000001,46.5,36.95,44.800000000000004,64.8,37.5,50.35000000000001,0,1,0,1,0,1,1,0,0
182.88,77.1,69,325000.0,3,58,52,1.9714285714285715,66.8,50.0,36.2,41.2,63.6,30.5,56.75,0,1,1,0,0,1,1,0,0
175.26,71.2,69,825000.0,3,68,71,2.3,68.9,54.6,50.7,47.89999999999999,64.2,47.5,69.55,0,1,0,1,0,2,1,0,0
182.88,82.1,69,1200000.0,4,66,72,2.6923076923076925,41.900000000000006,62.5,64.35000000000001,55.900000000000006,56.400000000000006,50.0,80.80000000000001,1,0,0,1,0,3,0,1,0
190.5,79.8,69,1300000.0,4,48,59,2.5925925925925926,39.699999999999996,51.7,67.25000000000001,50.60000000000001,64.60000000000001,57.0,59.900000000000006,0,1,1,0,0,1,0,1,0
175.26,74.8,69,875000.0,3,65,68,2.5555555555555554,68.3,62.5,48.300000000000004,53.50000000000001,62.8,46.0,68.55000000000001,0,1,0,1,0,3,1,0,0
154.94,68.9,69,875000.0,3,72,80,2.4642857142857144,64.60000000000001,61.8,58.95,49.300000000000004,66.80000000000001,50.5,62.85000000000001,0,1,1,0,0,2,0,0,1
190.5,88.0,69,875000.0,4,51,67,2.4642857142857144,64.0,54.800000000000004,43.00000000000001,50.099999999999994,73.0,30.5,70.2,0,1,0,1,0,1,1,0,0
193.04,83.9,69,250000.0,3,38,46,1.9714285714285715,66.2,46.5,50.45,34.0,69.0,50.5,33.2,1,0,1,0,0,1,1,0,0
172.72,67.1,69,2300000.0,3,73,73,4.15,46.7,63.699999999999996,57.599999999999994,60.1,60.8,37.0,75.45,0,1,0,1,0,3,0,0,1
182.88,76.2,69,925000.0,3,63,73,2.5555555555555554,67.30000000000001,63.39999999999999,57.65,47.400000000000006,70.2,52.5,64.9,0,1,0,1,0,1,0,0,1
175.26,66.2,69,875000.0,3,77,73,2.4642857142857144,67.2,57.5,52.449999999999996,56.400000000000006,69.80000000000001,52.5,79.0,0,1,0,1,0,2,1,0,0
182.88,74.8,69,1100000.0,3,63,70,2.8076923076923075,64.5,48.50000000000001,43.55,43.6,68.60000000000001,41.5,68.9,0,1,0,1,0,1,1,0,0
187.96,83.0,69,1000000.0,3,57,72,2.5,68.2,58.300000000000004,54.900000000000006,49.3,61.00000000000001,53.0,69.5,1,0,0,1,0,1,1,0,0
175.26,67.1,69,1700000.0,3,73,76,3.761904761904762,63.50000000000001,64.49999999999999,57.75,56.5,62.0,54.0,70.55000000000001,1,0,1,0,0,3,0,0,1
182.88,83.0,69,1000000.0,3,60,70,2.3,67.5,65.4,63.349999999999994,53.7,71.60000000000001,44.5,61.55,0,1,0,1,0,3,0,0,1
154.94,64.9,69,1000000.0,3,68,78,2.5925925925925926,63.60000000000001,61.4,54.89999999999999,53.6,66.4,52.0,72.9,1,0,1,0,0,1,1,0,0
185.42,81.2,69,1200000.0,3,64,87,2.8461538461538463,65.5,59.199999999999996,45.1,47.2,64.0,44.5,70.4,1,0,0,1,0,1,1,0,0
185.42,74.8,69,875000.0,4,67,81,2.4642857142857144,66.5,62.1,59.0,51.900000000000006,71.4,51.0,43.7,0,1,0,1,0,2,0,0,1
185.42,74.8,69,1200000.0,3,59,70,3.1739130434782608,66.60000000000001,62.400000000000006,46.6,50.4,65.6,34.5,66.95,1,0,0,1,0,2,0,0,1
187.96,83.0,69,1100000.0,3,56,92,2.92,64.7,63.7,57.35,52.7,64.60000000000001,59.0,78.25,1,0,0,1,0,2,0,0,1
154.94,72.1,69,1100000.0,4,68,72,2.4642857142857144,42.3,62.3,67.95,56.7,60.00000000000001,63.5,73.0,1,0,0,1,0,1,0,1,0
187.96,78.9,69,1100000.0,4,68,72,2.4642857142857144,65.7,68.2,66.5,53.900000000000006,65.4,66.0,68.65,0,1,1,0,0,1,0,0,1
152.4,64.0,69,1400000.0,3,68,68,3.0,27.700000000000003,58.2,63.95000000000001,50.8,45.6,52.5,71.0,0,1,0,1,0,2,0,1,0
167.64,64.0,69,1300000.0,4,92,70,2.84,34.300000000000004,62.8,63.949999999999996,58.80000000000001,55.0,53.5,88.0,1,0,1,0,0,3,0,0,1
154.94,74.8,69,750000.0,4,65,82,2.225806451612903,67.5,66.5,56.9,56.1,68.6,52.5,70.9,0,1,1,0,0,2,1,0,0
175.26,72.1,69,1600000.0,2,68,78,3.8095238095238093,66.6,55.5,44.15,53.4,68.0,43.0,70.9,0,1,0,1,0,2,1,0,0
165.1,68.0,69,700000.0,4,84,68,2.5555555555555554,36.800000000000004,65.7,66.75,57.900000000000006,49.599999999999994,67.0,74.45,1,0,1,0,0,1,0,0,1
170.18,68.0,69,1400000.0,3,89,68,3.125,51.6,66.0,59.05,65.5,63.80000000000001,58.5,71.95,1,0,0,1,0,2,0,0,1
152.4,78.9,69,750000.0,2,71,81,2.3,66.8,60.4,63.1,52.7,68.60000000000001,65.5,70.80000000000001,1,0,0,1,0,1,1,0,0
154.94,73.9,69,1100000.0,3,71,67,2.92,67.5,58.2,53.6,56.300000000000004,61.60000000000001,36.0,76.45,1,0,0,1,0,2,1,0,0
185.42,76.2,69,1400000.0,3,52,77,3.391304347826087,68.3,62.0,51.9,52.80000000000001,61.2,44.5,76.80000000000001,1,0,0,1,0,2,0,0,1
182.88,79.8,69,1400000.0,3,39,75,2.96,43.6,56.50000000000001,66.95,52.1,65.4,63.0,72.05,0,1,0,0,1,1,0,1,0
154.94,68.0,69,750000.0,2,76,80,2.3,63.099999999999994,62.8,52.300000000000004,55.7,58.800000000000004,41.5,79.0,1,0,0,1,0,1,1,0,0
182.88,79.8,69,825000.0,4,59,72,2.3,67.0,68.4,61.800000000000004,51.199999999999996,69.4,70.5,66.8,0,1,0,1,0,1,1,0,0
175.26,82.1,69,1300000.0,3,79,69,2.88,40.0,62.3,66.65,57.8,56.6,56.5,76.75,1,0,0,1,0,3,0,1,0
182.88,87.1,69,850000.0,3,55,48,2.090909090909091,54.7,61.6,69.9,51.5,73.4,55.5,39.650000000000006,0,1,0,1,0,1,0,1,0
172.72,77.1,69,1400000.0,3,77,69,3.0833333333333335,38.300000000000004,59.10000000000001,65.9,57.800000000000004,56.800000000000004,58.5,79.05000000000001,0,1,0,1,0,1,0,1,0
154.94,81.2,69,1000000.0,2,49,59,2.5357142857142856,66.1,37.4,40.05,39.5,69.2,34.5,55.0,0,1,0,1,0,1,1,0,0
154.94,83.9,69,1300000.0,4,67,70,2.730769230769231,56.8,63.400000000000006,62.50000000000001,60.10000000000001,58.800000000000004,61.0,77.30000000000001,0,1,0,1,0,1,0,0,1
182.88,73.0,69,950000.0,3,63,68,2.413793103448276,66.5,57.7,48.95,48.6,64.4,42.0,62.150000000000006,0,1,1,0,0,2,1,0,0
182.88,79.8,69,1400000.0,4,65,73,3.0833333333333335,39.7,42.7,66.4,51.0,65.4,54.5,68.55000000000001,1,0,0,1,0,1,0,1,0
182.88,78.0,69,1000000.0,3,53,89,2.3793103448275863,67.5,65.0,54.349999999999994,49.099999999999994,69.6,52.5,38.35,0,1,1,0,0,2,0,0,1
187.96,78.9,69,425000.0,2,51,69,2.0294117647058822,67.5,62.9,48.949999999999996,49.3,64.2,42.5,63.550000000000004,1,0,0,1,0,1,1,0,0
154.94,77.1,69,1200000.0,2,58,70,2.92,62.7,43.8,46.2,45.9,65.0,32.5,72.2,0,1,1,0,0,1,1,0,0
154.94,76.2,69,425000.0,3,70,73,2.090909090909091,67.8,51.400000000000006,58.7,51.7,67.80000000000001,42.5,51.25,0,1,0,1,0,1,1,0,0
185.42,83.9,69,550000.0,4,52,40,1.9714285714285715,43.1,67.7,68.60000000000001,55.900000000000006,47.800000000000004,68.5,64.45,0,1,1,0,0,2,0,1,0
182.88,73.9,69,1100000.0,3,66,72,2.769230769230769,64.5,57.1,40.800000000000004,54.7,61.6,43.5,74.2,1,0,1,0,0,1,1,0,0
172.72,68.0,69,1500000.0,3,78,94,3.1666666666666665,62.7,68.4,56.15,59.8,69.8,54.0,77.25,0,1,0,1,0,3,0,0,1
154.94,74.8,69,1100000.0,3,54,73,2.4642857142857144,47.6,65.2,65.80000000000001,54.9,59.8,62.5,79.0,0,1,0,1,0,4,0,1,0
170.18,68.9,69,1600000.0,4,86,59,3.7142857142857144,41.70000000000001,62.9,56.900000000000006,64.0,54.800000000000004,62.0,78.15,1,0,0,1,0,2,0,1,0
152.4,68.9,69,1200000.0,4,69,65,2.5925925925925926,56.2,72.1,52.900000000000006,56.8,55.400000000000006,65.5,64.7,0,1,1,0,0,4,0,0,1
154.94,73.9,69,700000.0,3,69,71,2.15625,65.7,57.9,40.3,47.1,67.80000000000001,48.5,64.0,0,1,0,1,0,1,1,0,0
152.4,77.1,69,1000000.0,3,71,68,2.3,46.900000000000006,69.7,66.35000000000001,54.1,62.2,69.0,67.25,0,1,0,1,0,1,0,1,0
175.26,68.9,69,1300000.0,3,79,79,2.769230769230769,61.900000000000006,66.7,61.5,58.0,64.2,64.0,70.25,1,0,1,0,0,1,0,0,1
187.96,89.8,69,1100000.0,3,61,69,2.3793103448275863,45.7,45.4,64.15,51.0,58.2,41.5,82.65,0,1,0,0,1,3,0,1,0
190.5,73.9,69,2200000.0,3,60,66,4.368421052631579,33.7,53.599999999999994,62.550000000000004,57.6,54.00000000000001,44.0,76.9,0,1,1,0,0,1,0,1,0
182.88,87.1,69,1500000.0,3,67,65,3.619047619047619,43.599999999999994,47.9,67.80000000000001,55.6,60.8,53.0,73.65,1,0,0,0,1,1,0,1,0
172.72,64.0,69,1600000.0,3,83,63,3.391304347826087,60.39999999999999,68.19999999999999,58.05,59.2,63.400000000000006,60.5,67.25,0,1,0,1,0,4,0,0,1
187.96,76.2,69,1200000.0,4,65,77,3.3043478260869565,65.10000000000001,49.9,55.300000000000004,54.900000000000006,68.60000000000001,38.0,77.2,0,1,1,0,0,2,1,0,0
152.4,73.0,69,1100000.0,3,74,57,2.4642857142857144,36.2,66.2,63.95,57.900000000000006,60.800000000000004,61.5,75.65,1,0,0,1,0,3,0,1,0
154.94,74.8,69,1400000.0,4,66,38,3.217391304347826,37.2,60.5,60.1,58.9,50.400000000000006,43.0,76.45,0,1,0,1,0,2,0,0,1
152.4,73.0,69,1000000.0,2,72,74,2.5925925925925926,68.20000000000002,65.3,46.650000000000006,50.9,63.00000000000001,51.5,54.150000000000006,0,1,0,0,1,2,0,0,1
175.26,73.9,69,1000000.0,3,84,61,2.225806451612903,31.2,60.199999999999996,64.45,58.400000000000006,60.400000000000006,69.0,73.25,0,1,0,1,0,2,0,1,0
175.26,72.1,69,1200000.0,3,67,78,3.0833333333333335,63.00000000000001,56.8,52.45,57.7,60.8,46.5,73.9,0,1,1,0,0,2,1,0,0
175.26,72.1,69,1200000.0,3,81,73,2.5925925925925926,65.4,67.2,48.9,54.9,69.2,48.0,65.9,0,1,0,1,0,2,0,0,1
154.94,74.8,69,850000.0,3,65,68,2.3793103448275863,64.0,68.9,55.349999999999994,52.300000000000004,66.80000000000001,70.5,64.7,1,0,0,1,0,2,0,0,1
154.94,79.8,70,1000000.0,3,63,70,2.121212121212121,68.9,70.0,65.2,49.8,67.2,71.5,50.300000000000004,0,1,0,0,1,2,0,0,1
182.88,78.0,70,1700000.0,3,66,67,2.3333333333333335,51.400000000000006,69.19999999999999,61.800000000000004,52.0,59.800000000000004,65.0,62.150000000000006,1,0,1,0,0,2,0,0,1
154.94,73.9,70,2400000.0,3,65,93,3.1666666666666665,64.7,65.6,64.0,56.8,65.0,55.0,78.55000000000001,0,1,1,0,0,2,0,0,1
187.96,88.0,70,1500000.0,3,39,52,2.5925925925925926,69.0,43.7,49.65,36.6,65.4,48.0,45.800000000000004,0,1,0,1,0,1,1,0,0
175.26,66.2,70,1700000.0,4,77,67,2.3333333333333335,39.60000000000001,69.99999999999999,58.24999999999999,57.800000000000004,56.20000000000001,62.5,65.35000000000001,0,1,1,0,0,3,0,0,1
172.72,69.9,70,1900000.0,3,78,72,2.96,67.1,67.4,60.35,56.5,66.2,40.5,76.45,0,1,0,1,0,2,1,0,0
190.5,69.9,70,1400000.0,3,49,76,2.3333333333333335,66.4,53.6,50.95,50.89999999999999,67.4,46.0,66.1,0,1,0,1,0,2,1,0,0
193.04,82.1,70,1000000.0,3,34,67,2.121212121212121,67.7,59.7,58.14999999999999,40.199999999999996,72.6,57.0,31.1,0,1,0,1,0,1,1,0,0
185.42,83.9,70,2000000.0,3,70,78,3.0,67.80000000000001,60.3,57.75000000000001,48.2,70.4,56.5,59.1,0,1,0,1,0,3,0,0,1
175.26,72.1,70,1700000.0,2,74,81,2.730769230769231,66.6,59.900000000000006,45.3,54.800000000000004,70.0,45.0,78.80000000000001,0,1,0,1,0,1,1,0,0
187.96,78.9,70,975000.0,2,36,62,2.1875,69.1,70.5,57.3,47.7,59.400000000000006,45.0,54.5,0,1,0,1,0,1,1,0,0
185.42,76.2,70,2300000.0,3,68,71,3.25,67.4,52.7,39.05,48.5,68.4,34.5,67.9,0,1,1,0,0,2,1,0,0
175.26,72.1,70,1900000.0,4,88,73,2.5,57.90000000000001,67.10000000000001,63.5,56.400000000000006,62.6,56.5,80.9,0,1,0,1,0,2,0,0,1
182.88,78.9,70,2300000.0,4,69,67,2.8076923076923075,43.800000000000004,63.599999999999994,65.05,58.6,61.6,61.0,82.85000000000001,0,1,0,1,0,3,0,1,0
193.04,88.0,70,1800000.0,4,45,72,2.6666666666666665,67.80000000000001,58.099999999999994,49.699999999999996,39.5,68.0,36.0,53.650000000000006,1,0,0,1,0,2,1,0,0
